,PINCP,AGEP,RAC1P,MAR,SCHL,COW,OCCP,RELP,SEX,RELP_category
36682,0,18-40,1,3,4,1.0,9720.0,2,0,Direct Dependents
36686,0,18-40,1,3,4,2.0,3603.0,7,1,Direct Dependents
36687,0,60-80,1,1,3,1.0,4700.0,0,1,Self and Spouse
36688,0,40-60,1,1,6,1.0,3255.0,1,0,Self and Spouse
36689,0,40-60,0,5,7,2.0,10.0,0,0,Self and Spouse
36690,0,18-40,1,1,4,6.0,205.0,0,1,Self and Spouse
36691,1,18-40,1,1,4,1.0,4850.0,1,0,Self and Spouse
36693,0,18-40,1,5,4,1.0,2350.0,0,0,Self and Spouse
36694,0,18-40,1,5,4,4.0,2350.0,12,0,Peers and Similar Relations
36695,0,18-40,1,5,4,4.0,5740.0,12,0,Peers and Similar Relations
36696,0,40-60,1,1,4,2.0,5740.0,0,0,Self and Spouse
36697,1,40-60,1,1,6,1.0,800.0,1,1,Self and Spouse
36698,1,18-40,1,5,6,1.0,6260.0,2,1,Direct Dependents
36700,0,60-80,1,1,5,2.0,2545.0,1,0,Self and Spouse
36701,1,18-40,1,5,6,1.0,705.0,0,1,Self and Spouse
36702,1,40-60,1,1,4,1.0,5110.0,0,0,Self and Spouse
36703,0,40-60,1,1,4,1.0,160.0,1,1,Self and Spouse
36706,0,40-60,1,1,4,1.0,3545.0,0,0,Self and Spouse
36707,0,40-60,1,1,3,1.0,7950.0,1,1,Self and Spouse
36709,1,40-60,1,1,7,1.0,2310.0,0,0,Self and Spouse
36710,1,40-60,1,1,6,1.0,7220.0,1,1,Self and Spouse
36711,1,18-40,1,5,6,3.0,3870.0,2,1,Direct Dependents
36712,1,40-60,1,1,4,7.0,10.0,0,1,Self and Spouse
36714,0,18-40,1,1,6,1.0,9050.0,0,0,Self and Spouse
36715,1,18-40,1,1,7,5.0,9800.0,1,1,Self and Spouse
36717,0,18-40,1,1,7,2.0,2014.0,0,0,Self and Spouse
36718,0,18-40,1,1,5,1.0,6260.0,1,1,Self and Spouse
36721,1,18-40,1,5,4,3.0,3870.0,0,1,Self and Spouse
36722,0,18-40,1,5,7,1.0,420.0,15,0,Lodgers and Non-Family Members
36723,1,60-80,0,2,7,4.0,3255.0,0,0,Self and Spouse
36724,0,18-40,0,5,5,1.0,4760.0,2,1,Direct Dependents
36726,1,40-60,1,1,6,5.0,5550.0,0,1,Self and Spouse
36736,1,40-60,1,1,7,1.0,710.0,0,1,Self and Spouse
36737,1,40-60,1,1,7,1.0,2100.0,1,0,Self and Spouse
36740,1,18-40,1,5,6,1.0,4820.0,0,1,Self and Spouse
36741,0,40-60,0,1,0,1.0,4020.0,0,1,Self and Spouse
36742,0,40-60,0,1,0,1.0,4760.0,1,0,Self and Spouse
36743,0,18-40,0,5,4,1.0,5300.0,2,1,Direct Dependents
36744,0,18-40,0,5,3,1.0,4110.0,2,1,Direct Dependents
36746,1,40-60,1,3,7,1.0,2310.0,0,0,Self and Spouse
36751,1,40-60,1,1,3,1.0,9600.0,1,1,Self and Spouse
36755,1,60-80,1,1,3,1.0,9130.0,0,1,Self and Spouse
36761,1,40-60,0,5,7,4.0,230.0,0,1,Self and Spouse
36762,1,40-60,0,5,6,1.0,4700.0,5,1,Peers and Similar Relations
36765,1,18-40,1,5,6,1.0,4840.0,0,1,Self and Spouse
36766,0,40-60,1,5,4,1.0,2300.0,0,0,Self and Spouse
36771,1,40-60,1,1,4,7.0,4810.0,0,1,Self and Spouse
36772,0,40-60,1,1,3,6.0,4830.0,1,0,Self and Spouse
36773,0,18-40,1,5,6,1.0,5120.0,2,1,Direct Dependents
36775,0,60-80,1,3,3,1.0,4110.0,0,0,Self and Spouse
36776,1,40-60,1,1,3,1.0,440.0,0,1,Self and Spouse
36785,1,18-40,1,3,7,1.0,4710.0,0,0,Self and Spouse
36787,0,40-60,1,1,1,6.0,7315.0,0,1,Self and Spouse
36789,0,18-40,1,5,7,1.0,5160.0,2,0,Direct Dependents
36790,0,18-40,1,5,4,6.0,2920.0,2,1,Direct Dependents
36792,1,18-40,1,1,3,1.0,860.0,0,0,Self and Spouse
36793,0,18-40,0,1,3,1.0,6710.0,1,1,Self and Spouse
36796,1,18-40,1,1,7,1.0,800.0,0,0,Self and Spouse
36797,0,18-40,1,1,7,1.0,51.0,1,1,Self and Spouse
36798,1,18-40,1,1,7,1.0,1005.0,0,1,Self and Spouse
36802,1,18-40,1,5,6,1.0,20.0,0,1,Self and Spouse
36803,0,18-40,0,5,3,1.0,4700.0,13,0,Peers and Similar Relations
36804,0,40-60,1,1,7,7.0,4700.0,0,0,Self and Spouse
36805,0,40-60,1,1,4,7.0,4700.0,1,1,Self and Spouse
36809,1,60-80,1,1,3,1.0,4220.0,1,1,Self and Spouse
36810,0,18-40,1,5,3,1.0,8990.0,7,1,Direct Dependents
36812,1,18-40,1,5,5,1.0,9130.0,0,1,Self and Spouse
36814,1,18-40,1,3,3,1.0,4840.0,13,0,Peers and Similar Relations
36815,0,18-40,1,5,6,1.0,3255.0,0,0,Self and Spouse
36816,0,18-40,1,5,5,1.0,4040.0,5,0,Peers and Similar Relations
36817,0,18-40,1,5,6,1.0,2145.0,12,0,Peers and Similar Relations
36818,0,18-40,1,1,6,1.0,6260.0,0,1,Self and Spouse
36819,0,18-40,1,1,6,1.0,860.0,1,0,Self and Spouse
36821,0,60-80,1,1,3,2.0,5600.0,0,0,Self and Spouse
36822,1,40-60,1,1,3,1.0,4220.0,1,1,Self and Spouse
36823,1,18-40,0,5,6,1.0,800.0,0,0,Self and Spouse
36824,0,18-40,0,1,3,1.0,9620.0,0,1,Self and Spouse
36825,0,18-40,0,1,6,1.0,3421.0,1,0,Self and Spouse
36829,1,18-40,1,3,5,1.0,1108.0,0,1,Self and Spouse
36830,1,18-40,1,5,6,1.0,705.0,13,0,Peers and Similar Relations
36831,0,40-60,1,3,3,1.0,8990.0,0,1,Self and Spouse
36832,0,40-60,1,5,5,2.0,3421.0,13,0,Peers and Similar Relations
36833,1,18-40,1,5,6,1.0,4930.0,0,1,Self and Spouse
36834,1,18-40,1,5,6,1.0,350.0,12,1,Peers and Similar Relations
36835,1,18-40,1,5,6,1.0,710.0,12,1,Peers and Similar Relations
36837,0,40-60,1,5,6,1.0,9645.0,2,1,Direct Dependents
36838,0,60-80,1,1,7,1.0,2205.0,0,1,Self and Spouse
36839,1,40-60,1,1,7,4.0,630.0,1,0,Self and Spouse
36840,0,18-40,1,5,7,3.0,2320.0,4,1,Direct Dependents
36842,0,18-40,1,5,6,4.0,2545.0,4,1,Direct Dependents
36843,0,60-80,1,1,6,6.0,20.0,0,1,Self and Spouse
36844,1,60-80,1,1,6,2.0,2145.0,1,0,Self and Spouse
36845,0,18-40,1,5,7,1.0,2360.0,0,0,Self and Spouse
36846,0,18-40,1,5,7,1.0,2360.0,13,1,Peers and Similar Relations
36847,1,60-80,1,1,7,1.0,1050.0,0,1,Self and Spouse
36848,1,60-80,1,1,7,6.0,3010.0,1,0,Self and Spouse
36849,0,18-40,1,5,3,1.0,5240.0,2,1,Direct Dependents
36851,1,40-60,1,3,5,1.0,2840.0,0,1,Self and Spouse
36853,1,60-80,1,1,4,1.0,4760.0,0,1,Self and Spouse
36855,0,18-40,0,5,3,1.0,520.0,0,0,Self and Spouse
36862,0,80-100,1,1,3,3.0,800.0,0,0,Self and Spouse
36866,0,18-40,1,1,3,1.0,9620.0,0,1,Self and Spouse
36867,0,18-40,1,1,4,1.0,20.0,1,0,Self and Spouse
36869,1,18-40,1,1,6,1.0,4850.0,0,1,Self and Spouse
36870,0,18-40,1,1,6,1.0,4621.0,1,0,Self and Spouse
36871,1,40-60,1,5,7,3.0,2310.0,0,0,Self and Spouse
36873,0,18-40,1,1,3,1.0,5160.0,0,0,Self and Spouse
36874,1,18-40,0,1,6,1.0,4810.0,1,1,Self and Spouse
36875,1,18-40,1,5,6,1.0,1010.0,0,1,Self and Spouse
36878,0,40-60,1,1,4,1.0,3930.0,0,1,Self and Spouse
36879,0,40-60,1,1,4,1.0,4850.0,1,0,Self and Spouse
36882,1,18-40,1,5,7,1.0,1305.0,0,0,Self and Spouse
36883,1,18-40,0,5,6,1.0,4040.0,13,1,Peers and Similar Relations
36886,0,18-40,1,5,6,3.0,2320.0,0,1,Self and Spouse
36887,0,18-40,1,5,6,3.0,2310.0,15,0,Lodgers and Non-Family Members
36888,1,40-60,1,1,5,1.0,8255.0,0,1,Self and Spouse
36889,0,40-60,1,1,6,1.0,5240.0,1,0,Self and Spouse
36890,0,40-60,1,1,7,1.0,710.0,0,0,Self and Spouse
36891,0,40-60,1,1,4,1.0,7950.0,1,1,Self and Spouse
36893,0,18-40,1,1,6,1.0,5940.0,0,0,Self and Spouse
36894,0,18-40,1,1,6,3.0,3870.0,1,1,Self and Spouse
36896,1,40-60,1,1,4,1.0,1006.0,0,0,Self and Spouse
36897,1,60-80,1,1,4,1.0,9040.0,1,1,Self and Spouse
36899,0,40-60,0,1,5,1.0,1555.0,0,1,Self and Spouse
36900,1,40-60,1,1,6,1.0,1006.0,1,0,Self and Spouse
36902,1,18-40,1,5,7,2.0,2205.0,0,1,Self and Spouse
36903,0,60-80,1,2,4,1.0,5740.0,0,0,Self and Spouse
36904,1,18-40,1,1,5,4.0,3802.0,0,1,Self and Spouse
36907,1,40-60,1,1,7,3.0,2320.0,0,1,Self and Spouse
36908,1,40-60,1,1,4,1.0,4965.0,1,0,Self and Spouse
36909,1,18-40,0,5,6,1.0,350.0,0,0,Self and Spouse
36911,0,40-60,1,1,4,2.0,5860.0,0,0,Self and Spouse
36912,0,40-60,1,1,5,1.0,7330.0,1,1,Self and Spouse
36914,1,40-60,1,3,6,2.0,3150.0,0,0,Self and Spouse
36919,1,18-40,0,1,6,1.0,705.0,0,1,Self and Spouse
36920,1,18-40,0,1,7,1.0,8740.0,1,0,Self and Spouse
36925,0,18-40,1,5,6,7.0,8350.0,0,0,Self and Spouse
36928,1,40-60,0,1,7,5.0,3090.0,0,1,Self and Spouse
36929,1,40-60,0,1,7,1.0,3090.0,1,0,Self and Spouse
36933,1,40-60,1,1,4,1.0,7340.0,0,1,Self and Spouse
36934,0,60-80,1,1,3,1.0,440.0,1,0,Self and Spouse
36935,0,18-40,0,5,3,1.0,9645.0,3,1,Direct Dependents
36937,1,40-60,1,1,6,1.0,710.0,1,1,Self and Spouse
36938,0,18-40,1,5,3,1.0,4850.0,2,1,Direct Dependents
36941,1,40-60,1,5,4,1.0,8600.0,0,1,Self and Spouse
36942,0,40-60,1,3,4,1.0,3500.0,0,0,Self and Spouse
36945,0,60-80,1,1,7,1.0,5400.0,0,0,Self and Spouse
36946,0,60-80,1,1,3,7.0,4760.0,1,1,Self and Spouse
36947,1,40-60,1,1,3,7.0,6200.0,0,1,Self and Spouse
36948,1,40-60,1,1,6,4.0,2310.0,1,0,Self and Spouse
36949,0,18-40,1,1,5,1.0,8950.0,0,1,Self and Spouse
36950,0,18-40,0,1,6,2.0,2205.0,1,0,Self and Spouse
36952,1,18-40,1,1,6,1.0,1010.0,0,1,Self and Spouse
36953,1,18-40,0,1,6,1.0,3255.0,1,0,Self and Spouse
36954,1,40-60,1,1,4,1.0,1021.0,0,1,Self and Spouse
36955,1,40-60,1,1,5,1.0,1555.0,1,0,Self and Spouse
36957,1,60-80,1,1,6,3.0,2320.0,1,0,Self and Spouse
36958,1,18-40,1,5,6,2.0,2865.0,0,1,Self and Spouse
36959,0,60-80,1,1,6,1.0,5860.0,0,0,Self and Spouse
36960,1,40-60,1,1,6,7.0,10.0,1,1,Self and Spouse
36961,0,18-40,1,1,7,2.0,630.0,0,1,Self and Spouse
36962,0,18-40,1,1,6,1.0,3324.0,1,0,Self and Spouse
36963,1,40-60,1,3,5,5.0,5740.0,0,0,Self and Spouse
36966,0,18-40,1,3,3,6.0,6230.0,12,1,Peers and Similar Relations
36967,0,40-60,0,1,3,1.0,5240.0,0,1,Self and Spouse
36968,0,18-40,0,1,3,1.0,4521.0,1,0,Self and Spouse
36969,1,18-40,1,1,6,1.0,2600.0,0,1,Self and Spouse
36970,1,18-40,1,1,6,1.0,1021.0,1,0,Self and Spouse
36971,1,18-40,1,1,7,1.0,2100.0,0,0,Self and Spouse
36972,1,18-40,1,5,7,2.0,3255.0,0,0,Self and Spouse
36974,1,18-40,1,3,4,1.0,6355.0,13,1,Peers and Similar Relations
36975,0,60-80,1,1,4,3.0,9121.0,0,0,Self and Spouse
36976,0,60-80,1,1,3,3.0,9121.0,1,1,Self and Spouse
36977,0,40-60,1,3,3,6.0,4220.0,10,1,Extended and Distant Relatives
36981,0,60-80,1,3,4,1.0,3930.0,0,0,Self and Spouse
36982,0,40-60,1,1,6,1.0,4820.0,0,1,Self and Spouse
36983,1,40-60,1,3,6,5.0,5120.0,0,0,Self and Spouse
36986,0,40-60,1,1,6,1.0,5510.0,0,1,Self and Spouse
36987,1,40-60,1,1,6,1.0,4850.0,1,0,Self and Spouse
36994,0,18-40,0,5,5,1.0,4720.0,0,0,Self and Spouse
36995,1,40-60,1,1,5,1.0,5120.0,0,0,Self and Spouse
36999,0,18-40,1,5,5,4.0,4140.0,2,1,Direct Dependents
37000,0,18-40,1,5,3,4.0,4220.0,2,0,Direct Dependents
37002,0,40-60,1,4,6,1.0,8030.0,0,1,Self and Spouse
37003,0,18-40,1,5,4,2.0,3645.0,0,0,Self and Spouse
37004,0,18-40,1,5,4,1.0,9130.0,13,1,Peers and Similar Relations
37010,0,18-40,0,5,4,1.0,3603.0,13,0,Peers and Similar Relations
37011,0,18-40,1,5,6,1.0,1760.0,0,1,Self and Spouse
37012,1,40-60,1,3,4,3.0,8620.0,0,1,Self and Spouse
37013,0,18-40,1,5,6,1.0,4840.0,0,1,Self and Spouse
37014,0,40-60,1,1,3,6.0,6230.0,0,1,Self and Spouse
37015,0,40-60,1,1,3,1.0,310.0,1,0,Self and Spouse
37017,0,18-40,1,5,5,1.0,3424.0,0,0,Self and Spouse
37018,0,18-40,1,5,4,1.0,8740.0,13,1,Peers and Similar Relations
37019,1,18-40,1,1,6,1.0,440.0,0,1,Self and Spouse
37020,1,18-40,1,1,7,2.0,230.0,1,0,Self and Spouse
37024,1,40-60,1,1,4,1.0,440.0,0,1,Self and Spouse
37025,0,18-40,1,1,6,1.0,5400.0,1,0,Self and Spouse
37026,1,18-40,1,1,6,1.0,800.0,0,1,Self and Spouse
37027,1,18-40,1,1,6,1.0,2310.0,1,0,Self and Spouse
37028,0,18-40,0,5,7,1.0,5810.0,0,0,Self and Spouse
37029,1,40-60,1,3,4,1.0,7700.0,0,1,Self and Spouse
37031,0,40-60,1,1,3,1.0,5860.0,0,0,Self and Spouse
37034,1,60-80,1,1,4,1.0,7700.0,0,1,Self and Spouse
37035,0,60-80,1,1,5,2.0,3255.0,1,0,Self and Spouse
37037,1,40-60,1,1,7,1.0,4710.0,1,0,Self and Spouse
37038,0,18-40,1,5,7,1.0,7340.0,2,1,Direct Dependents
37039,0,18-40,1,5,4,1.0,9645.0,2,1,Direct Dependents
37040,0,18-40,1,5,4,1.0,4600.0,2,0,Direct Dependents
37041,0,18-40,1,3,3,1.0,5240.0,0,1,Self and Spouse
37047,0,40-60,1,1,4,1.0,3603.0,0,0,Self and Spouse
37048,1,40-60,1,1,5,1.0,7160.0,1,1,Self and Spouse
37050,0,60-80,1,1,4,1.0,5740.0,1,0,Self and Spouse
37051,0,40-60,1,5,3,7.0,4252.0,0,1,Self and Spouse
37052,1,40-60,1,1,4,1.0,20.0,0,0,Self and Spouse
37053,1,40-60,1,1,4,1.0,9130.0,1,1,Self and Spouse
37054,0,18-40,0,5,4,1.0,7905.0,2,1,Direct Dependents
37055,0,18-40,1,1,5,1.0,4655.0,0,1,Self and Spouse
37056,0,18-40,0,1,4,1.0,4600.0,1,0,Self and Spouse
37060,0,40-60,1,3,3,1.0,310.0,0,0,Self and Spouse
37061,0,18-40,1,5,3,1.0,5740.0,2,0,Direct Dependents
37062,0,18-40,1,5,5,1.0,5100.0,0,0,Self and Spouse
37065,1,60-80,1,1,4,1.0,1430.0,0,1,Self and Spouse
37067,0,18-40,1,5,5,1.0,2910.0,2,1,Direct Dependents
37068,1,18-40,1,5,6,2.0,630.0,0,0,Self and Spouse
37069,0,18-40,0,5,6,1.0,735.0,13,1,Peers and Similar Relations
37070,0,18-40,0,5,3,1.0,3500.0,0,0,Self and Spouse
37073,0,40-60,0,5,3,1.0,3500.0,13,1,Peers and Similar Relations
37074,1,40-60,0,5,6,1.0,650.0,0,0,Self and Spouse
37075,1,40-60,1,1,4,7.0,6220.0,0,1,Self and Spouse
37076,0,40-60,1,1,3,3.0,2545.0,1,0,Self and Spouse
37077,0,18-40,1,3,4,1.0,3603.0,0,0,Self and Spouse
37078,0,18-40,1,1,0,1.0,9130.0,0,1,Self and Spouse
37084,0,40-60,1,1,4,1.0,7750.0,0,0,Self and Spouse
37085,0,40-60,1,1,5,1.0,8140.0,1,1,Self and Spouse
37089,1,40-60,1,3,5,4.0,3930.0,0,1,Self and Spouse
37091,1,60-80,1,1,7,2.0,3090.0,1,1,Self and Spouse
37092,1,40-60,1,1,4,7.0,440.0,0,1,Self and Spouse
37093,0,40-60,1,1,6,1.0,530.0,1,0,Self and Spouse
37094,1,40-60,1,3,3,1.0,6305.0,0,1,Self and Spouse
37096,0,40-60,1,1,3,6.0,7200.0,0,1,Self and Spouse
37099,0,40-60,1,4,5,2.0,630.0,0,0,Self and Spouse
37100,0,18-40,1,5,4,1.0,4010.0,2,1,Direct Dependents
37101,1,40-60,0,1,7,4.0,2205.0,0,1,Self and Spouse
37102,1,18-40,0,1,7,1.0,1021.0,1,0,Self and Spouse
37104,1,18-40,1,1,4,1.0,7700.0,0,1,Self and Spouse
37105,0,18-40,1,1,5,6.0,4510.0,1,0,Self and Spouse
37108,1,40-60,1,3,7,3.0,2310.0,0,0,Self and Spouse
37109,0,18-40,1,5,6,2.0,2180.0,2,1,Direct Dependents
37110,0,18-40,1,1,6,1.0,4720.0,0,0,Self and Spouse
37111,1,18-40,1,1,7,7.0,20.0,1,1,Self and Spouse
37118,0,40-60,1,1,5,1.0,3323.0,0,0,Self and Spouse
37119,0,40-60,1,1,3,1.0,6230.0,1,1,Self and Spouse
37121,1,40-60,1,1,6,2.0,726.0,0,1,Self and Spouse
37122,1,40-60,1,1,5,2.0,5740.0,1,0,Self and Spouse
37123,0,40-60,1,1,5,1.0,7200.0,0,1,Self and Spouse
37124,0,40-60,1,1,4,1.0,4720.0,1,0,Self and Spouse
37127,1,18-40,1,1,6,2.0,735.0,0,1,Self and Spouse
37128,0,18-40,1,1,5,2.0,5740.0,1,0,Self and Spouse
37131,1,60-80,1,1,7,4.0,2320.0,0,1,Self and Spouse
37132,1,40-60,1,1,7,5.0,2014.0,1,0,Self and Spouse
37133,0,60-80,1,1,5,1.0,4760.0,0,1,Self and Spouse
37135,0,18-40,1,1,4,1.0,3603.0,0,0,Self and Spouse
37136,0,18-40,1,1,4,1.0,9620.0,1,1,Self and Spouse
37138,1,40-60,1,1,7,6.0,1821.0,0,0,Self and Spouse
37139,1,40-60,1,1,7,5.0,2005.0,1,1,Self and Spouse
37142,0,40-60,1,4,4,1.0,4230.0,0,0,Self and Spouse
37143,0,18-40,1,5,4,1.0,4600.0,2,0,Direct Dependents
37147,0,60-80,1,1,5,1.0,5100.0,1,0,Self and Spouse
37148,1,18-40,1,3,3,1.0,9130.0,0,1,Self and Spouse
37150,0,18-40,1,5,3,1.0,9130.0,13,0,Peers and Similar Relations
37153,1,18-40,0,1,6,1.0,1021.0,0,1,Self and Spouse
37156,0,40-60,0,1,3,1.0,3601.0,0,0,Self and Spouse
37157,0,40-60,1,1,3,1.0,6410.0,0,1,Self and Spouse
37158,0,40-60,1,1,3,1.0,4230.0,1,0,Self and Spouse
37160,0,18-40,1,5,3,1.0,4840.0,0,0,Self and Spouse
37161,1,40-60,1,3,3,1.0,4230.0,6,1,Older Generation
37162,1,40-60,1,1,6,1.0,705.0,0,1,Self and Spouse
37163,0,18-40,1,1,6,3.0,2320.0,1,0,Self and Spouse
37168,1,18-40,1,5,6,1.0,4850.0,0,1,Self and Spouse
37169,1,40-60,1,1,3,1.0,440.0,0,1,Self and Spouse
37170,0,18-40,1,1,5,1.0,4700.0,1,0,Self and Spouse
37171,0,18-40,1,5,3,1.0,9620.0,2,1,Direct Dependents
37173,1,60-80,1,1,3,1.0,7340.0,0,1,Self and Spouse
37174,0,60-80,1,1,3,1.0,4760.0,1,0,Self and Spouse
37178,1,40-60,1,1,3,1.0,220.0,0,1,Self and Spouse
37179,0,40-60,1,1,4,1.0,5120.0,1,0,Self and Spouse
37180,0,40-60,1,2,3,3.0,3900.0,0,1,Self and Spouse
37183,1,18-40,1,3,6,1.0,20.0,0,1,Self and Spouse
37184,1,18-40,1,5,4,1.0,4110.0,13,0,Peers and Similar Relations
37186,1,40-60,1,1,3,1.0,9620.0,0,1,Self and Spouse
37187,0,40-60,1,1,3,2.0,5400.0,1,0,Self and Spouse
37191,1,40-60,1,1,7,8.0,2100.0,0,1,Self and Spouse
37192,0,40-60,1,1,3,7.0,4600.0,1,0,Self and Spouse
37194,1,40-60,1,1,4,3.0,3720.0,0,1,Self and Spouse
37196,1,18-40,1,5,4,3.0,3402.0,2,1,Direct Dependents
37197,0,18-40,1,5,4,3.0,3740.0,2,1,Direct Dependents
37198,0,18-40,1,5,4,1.0,2722.0,0,0,Self and Spouse
37199,0,40-60,1,1,3,1.0,5110.0,0,0,Self and Spouse
37200,0,40-60,1,1,5,1.0,5350.0,1,1,Self and Spouse
37201,0,60-80,1,3,4,6.0,4510.0,0,0,Self and Spouse
37202,1,60-80,1,1,7,2.0,3090.0,0,1,Self and Spouse
37205,0,18-40,1,1,5,1.0,4622.0,0,1,Self and Spouse
37206,0,18-40,1,1,7,1.0,2310.0,1,0,Self and Spouse
37209,0,18-40,0,5,5,2.0,3421.0,0,0,Self and Spouse
37211,1,40-60,1,1,7,1.0,10.0,0,1,Self and Spouse
37216,1,60-80,1,1,6,1.0,565.0,0,1,Self and Spouse
37218,0,18-40,0,5,3,1.0,9130.0,0,0,Self and Spouse
37221,0,18-40,1,5,4,1.0,4030.0,0,1,Self and Spouse
37223,0,40-60,0,1,6,1.0,20.0,0,0,Self and Spouse
37224,0,40-60,0,1,6,1.0,2145.0,1,1,Self and Spouse
37228,1,60-80,1,1,7,1.0,51.0,0,1,Self and Spouse
37229,1,40-60,1,1,6,1.0,830.0,1,0,Self and Spouse
37230,1,18-40,0,1,6,1.0,300.0,0,1,Self and Spouse
37231,0,18-40,0,1,6,6.0,3602.0,1,0,Self and Spouse
37232,0,60-80,1,1,3,1.0,7840.0,0,1,Self and Spouse
37233,0,60-80,1,1,3,7.0,310.0,1,0,Self and Spouse
37234,1,40-60,1,3,3,1.0,9130.0,2,1,Direct Dependents
37235,0,18-40,1,5,3,1.0,4720.0,4,1,Direct Dependents
37236,0,18-40,1,5,3,1.0,3603.0,4,1,Direct Dependents
37237,0,60-80,1,2,3,1.0,5740.0,0,0,Self and Spouse
37238,0,40-60,1,3,6,1.0,8225.0,0,0,Self and Spouse
37240,0,40-60,1,1,3,1.0,4950.0,0,1,Self and Spouse
37241,0,40-60,1,1,3,1.0,3603.0,1,0,Self and Spouse
37242,0,40-60,0,1,3,1.0,9141.0,0,1,Self and Spouse
37243,0,40-60,0,1,3,1.0,7750.0,1,0,Self and Spouse
37244,0,18-40,1,5,5,1.0,4020.0,2,1,Direct Dependents
37245,0,18-40,1,5,4,1.0,3030.0,2,0,Direct Dependents
37246,0,18-40,1,5,6,1.0,2145.0,2,0,Direct Dependents
37247,0,18-40,1,5,6,1.0,120.0,0,0,Self and Spouse
37248,0,18-40,1,1,6,1.0,8990.0,0,1,Self and Spouse
37249,1,18-40,1,1,4,1.0,350.0,1,0,Self and Spouse
37251,0,40-60,1,4,4,1.0,8300.0,0,0,Self and Spouse
37252,0,18-40,1,5,3,1.0,6515.0,2,1,Direct Dependents
37254,0,18-40,1,1,3,1.0,4720.0,9,0,Extended and Distant Relatives
37257,0,18-40,1,1,7,4.0,2205.0,0,0,Self and Spouse
37261,1,40-60,1,3,3,4.0,3802.0,0,1,Self and Spouse
37262,0,18-40,1,3,5,1.0,3255.0,13,0,Peers and Similar Relations
37263,1,60-80,1,3,6,1.0,10.0,0,1,Self and Spouse
37264,0,18-40,1,1,4,4.0,4251.0,0,1,Self and Spouse
37265,1,18-40,1,1,4,1.0,350.0,1,0,Self and Spouse
37267,1,40-60,1,1,6,1.0,1007.0,0,1,Self and Spouse
37268,0,40-60,1,1,4,1.0,5240.0,1,0,Self and Spouse
37269,0,18-40,1,5,4,1.0,4720.0,2,0,Direct Dependents
37271,0,18-40,1,5,4,1.0,5240.0,0,0,Self and Spouse
37275,0,18-40,0,5,3,1.0,4251.0,13,1,Peers and Similar Relations
37276,1,18-40,1,1,4,1.0,9645.0,0,1,Self and Spouse
37277,0,18-40,1,1,4,1.0,7925.0,1,0,Self and Spouse
37278,1,40-60,1,1,5,1.0,120.0,0,0,Self and Spouse
37279,1,40-60,1,1,6,3.0,7700.0,1,1,Self and Spouse
37280,1,18-40,1,1,4,1.0,6355.0,0,1,Self and Spouse
37281,1,18-40,1,1,6,1.0,2360.0,1,0,Self and Spouse
37286,1,18-40,1,1,4,1.0,9130.0,0,1,Self and Spouse
37287,0,18-40,1,1,5,1.0,3645.0,1,0,Self and Spouse
37290,1,60-80,1,1,6,1.0,4840.0,0,0,Self and Spouse
37291,1,60-80,1,1,6,1.0,20.0,1,1,Self and Spouse
37294,0,18-40,1,5,7,1.0,5860.0,0,0,Self and Spouse
37295,0,18-40,0,5,6,1.0,5860.0,12,0,Peers and Similar Relations
37296,1,18-40,1,5,7,1.0,4710.0,0,1,Self and Spouse
37297,1,18-40,1,5,7,1.0,735.0,13,0,Peers and Similar Relations
37298,0,18-40,1,5,4,1.0,5220.0,0,0,Self and Spouse
37301,0,18-40,1,5,3,1.0,4020.0,13,1,Peers and Similar Relations
37302,1,40-60,0,5,6,4.0,2100.0,0,1,Self and Spouse
37306,0,40-60,1,1,5,1.0,5240.0,0,0,Self and Spouse
37307,0,40-60,1,1,3,2.0,2012.0,1,1,Self and Spouse
37309,1,40-60,1,1,4,3.0,3740.0,0,1,Self and Spouse
37310,1,40-60,1,1,4,3.0,5521.0,1,0,Self and Spouse
37311,0,18-40,1,5,5,3.0,4720.0,2,0,Direct Dependents
37312,0,18-40,1,5,5,3.0,4760.0,2,1,Direct Dependents
37314,1,40-60,1,1,4,4.0,1022.0,0,0,Self and Spouse
37315,1,40-60,1,1,7,4.0,8830.0,1,1,Self and Spouse
37316,0,18-40,1,5,4,1.0,3421.0,2,0,Direct Dependents
37322,0,40-60,1,1,3,1.0,8140.0,1,1,Self and Spouse
37325,1,18-40,0,1,7,1.0,440.0,0,1,Self and Spouse
37326,1,18-40,0,1,6,1.0,4350.0,1,0,Self and Spouse
37328,0,40-60,0,3,7,1.0,2100.0,6,0,Older Generation
37337,1,40-60,1,2,6,1.0,3255.0,0,0,Self and Spouse
37340,1,40-60,1,1,7,1.0,4850.0,0,1,Self and Spouse
37341,1,40-60,1,1,7,1.0,2310.0,1,0,Self and Spouse
37345,1,40-60,0,5,7,3.0,2310.0,0,0,Self and Spouse
37346,0,60-80,1,5,3,7.0,5740.0,0,0,Self and Spouse
37347,0,40-60,1,3,3,1.0,9620.0,13,1,Peers and Similar Relations
37349,1,60-80,1,1,3,7.0,9130.0,0,1,Self and Spouse
37355,0,60-80,1,1,3,3.0,4251.0,1,1,Self and Spouse
37356,0,18-40,0,5,3,2.0,3300.0,0,1,Self and Spouse
37357,0,18-40,1,5,4,2.0,5400.0,12,1,Peers and Similar Relations
