,PINCP,AGEP,RAC1P,MAR,SCHL,COW,OCCP,RELP,SEX,RELP_category
2921,0,18-40,0,5,3,1.0,3421.0,0,0,Self and Spouse
2922,0,18-40,1,5,3,1.0,4251.0,13,1,Peers and Similar Relations
2928,1,60-80,1,2,6,7.0,410.0,0,1,Self and Spouse
2929,0,18-40,1,5,6,1.0,3422.0,2,1,Direct Dependents
2930,0,18-40,0,5,3,1.0,6260.0,0,1,Self and Spouse
2931,0,18-40,0,5,3,1.0,4040.0,5,1,Peers and Similar Relations
2934,0,18-40,1,5,4,1.0,1350.0,0,0,Self and Spouse
2935,0,18-40,1,5,5,1.0,2310.0,12,0,Peers and Similar Relations
2938,1,18-40,1,5,6,1.0,650.0,0,0,Self and Spouse
2939,0,18-40,1,4,4,1.0,4850.0,0,0,Self and Spouse
2940,0,40-60,1,4,4,2.0,3601.0,11,0,Lodgers and Non-Family Members
2943,0,18-40,1,3,3,1.0,230.0,0,0,Self and Spouse
2946,0,40-60,1,1,5,2.0,3646.0,0,0,Self and Spouse
2947,0,40-60,1,1,4,1.0,4810.0,1,1,Self and Spouse
2948,0,18-40,1,5,5,1.0,4600.0,2,0,Direct Dependents
2949,0,18-40,1,5,4,6.0,4540.0,0,1,Self and Spouse
2950,0,40-60,1,5,4,5.0,5550.0,13,0,Peers and Similar Relations
2951,1,40-60,1,3,6,7.0,1520.0,0,1,Self and Spouse
2952,1,18-40,1,3,6,1.0,20.0,13,0,Peers and Similar Relations
2953,1,40-60,1,3,4,1.0,5240.0,0,0,Self and Spouse
2954,0,18-40,1,5,4,1.0,1006.0,0,1,Self and Spouse
2955,0,40-60,1,3,4,1.0,9130.0,6,1,Older Generation
2957,1,60-80,1,1,3,2.0,9121.0,0,1,Self and Spouse
2958,0,60-80,1,1,3,3.0,4220.0,1,0,Self and Spouse
2959,1,40-60,1,1,6,5.0,9810.0,0,1,Self and Spouse
2966,1,40-60,1,1,6,1.0,7010.0,1,1,Self and Spouse
2972,0,18-40,1,5,4,1.0,9645.0,0,1,Self and Spouse
2973,0,18-40,1,5,6,4.0,6050.0,12,1,Peers and Similar Relations
2974,0,18-40,1,5,6,1.0,8760.0,12,1,Peers and Similar Relations
2977,0,40-60,0,1,5,1.0,6355.0,0,1,Self and Spouse
2978,0,18-40,0,1,5,5.0,2330.0,1,0,Self and Spouse
2982,0,40-60,1,2,4,7.0,4510.0,0,0,Self and Spouse
2985,1,40-60,1,1,6,1.0,8740.0,0,1,Self and Spouse
2986,0,40-60,1,1,3,1.0,5400.0,1,0,Self and Spouse
2991,0,40-60,1,1,6,2.0,3322.0,0,0,Self and Spouse
2992,0,40-60,1,1,3,1.0,7700.0,1,1,Self and Spouse
2993,0,18-40,1,5,3,1.0,4110.0,2,0,Direct Dependents
2994,1,60-80,1,1,4,7.0,440.0,0,1,Self and Spouse
2995,0,60-80,1,1,4,1.0,4760.0,1,0,Self and Spouse
2997,0,18-40,1,5,5,1.0,4600.0,2,0,Direct Dependents
2998,0,18-40,1,1,5,1.0,5510.0,2,0,Direct Dependents
3000,0,18-40,1,1,4,1.0,9620.0,9,1,Extended and Distant Relatives
3002,1,40-60,1,1,7,5.0,1530.0,1,1,Self and Spouse
3006,0,40-60,1,1,3,1.0,9130.0,0,1,Self and Spouse
3007,0,40-60,1,1,5,1.0,9645.0,1,0,Self and Spouse
3008,0,18-40,1,5,4,1.0,8140.0,2,1,Direct Dependents
3010,1,40-60,1,5,6,1.0,1021.0,0,1,Self and Spouse
3011,0,40-60,1,1,4,1.0,5240.0,0,0,Self and Spouse
3012,1,40-60,1,1,6,1.0,1410.0,1,1,Self and Spouse
3013,0,18-40,1,5,6,1.0,5240.0,2,0,Direct Dependents
3016,0,18-40,1,1,7,4.0,2310.0,0,0,Self and Spouse
3017,1,18-40,1,1,6,6.0,6200.0,1,1,Self and Spouse
3019,0,18-40,1,1,7,4.0,9005.0,0,1,Self and Spouse
3020,0,18-40,1,1,6,1.0,3310.0,1,0,Self and Spouse
3024,0,18-40,1,3,5,6.0,6050.0,0,1,Self and Spouse
3027,1,60-80,1,1,5,1.0,1108.0,6,0,Older Generation
3028,0,60-80,1,1,6,1.0,6050.0,6,1,Older Generation
3029,0,40-60,1,1,7,3.0,2545.0,0,0,Self and Spouse
3030,1,40-60,1,1,4,1.0,9130.0,1,1,Self and Spouse
3037,0,18-40,1,3,7,1.0,1860.0,2,0,Direct Dependents
3040,0,60-80,1,3,4,7.0,3520.0,0,1,Self and Spouse
3041,1,40-60,1,1,3,1.0,8140.0,0,1,Self and Spouse
3042,1,40-60,1,1,5,1.0,9610.0,1,0,Self and Spouse
3046,0,18-40,1,5,3,1.0,6260.0,7,1,Direct Dependents
3047,0,40-60,1,1,7,7.0,4810.0,0,1,Self and Spouse
3048,0,18-40,1,1,6,3.0,2310.0,1,0,Self and Spouse
3052,0,40-60,1,1,3,7.0,6260.0,0,1,Self and Spouse
3053,0,40-60,1,1,6,4.0,2310.0,1,0,Self and Spouse
3058,1,40-60,1,1,4,1.0,5610.0,0,1,Self and Spouse
3059,0,18-40,1,1,6,1.0,3255.0,1,0,Self and Spouse
3063,0,18-40,1,1,3,1.0,8740.0,0,0,Self and Spouse
3064,1,18-40,1,1,3,1.0,160.0,1,1,Self and Spouse
3066,0,18-40,1,1,6,1.0,2145.0,0,0,Self and Spouse
3067,0,18-40,0,1,6,1.0,5300.0,1,1,Self and Spouse
3075,0,18-40,1,1,3,1.0,8256.0,0,0,Self and Spouse
3076,1,18-40,1,1,3,1.0,20.0,1,1,Self and Spouse
3080,1,18-40,1,1,3,1.0,6850.0,0,1,Self and Spouse
3086,0,18-40,0,5,3,1.0,4020.0,2,1,Direct Dependents
3088,1,40-60,1,1,6,1.0,52.0,0,1,Self and Spouse
3089,0,18-40,0,1,7,3.0,2002.0,1,0,Self and Spouse
3092,1,40-60,0,1,6,1.0,1021.0,1,1,Self and Spouse
3097,1,40-60,1,1,6,1.0,1010.0,0,1,Self and Spouse
3103,1,60-80,1,1,7,6.0,810.0,0,1,Self and Spouse
3109,1,40-60,0,5,3,1.0,440.0,0,1,Self and Spouse
3114,1,18-40,1,1,6,1.0,1007.0,0,1,Self and Spouse
3115,0,40-60,0,1,6,1.0,110.0,1,0,Self and Spouse
3116,0,60-80,1,1,4,1.0,3602.0,0,0,Self and Spouse
3118,1,18-40,1,5,3,1.0,51.0,0,1,Self and Spouse
3119,1,40-60,1,1,4,3.0,3870.0,0,1,Self and Spouse
3120,0,40-60,1,1,5,4.0,5860.0,1,0,Self and Spouse
3123,0,18-40,1,5,3,1.0,310.0,0,0,Self and Spouse
3127,0,18-40,1,1,6,1.0,4621.0,0,0,Self and Spouse
3128,1,18-40,1,1,6,1.0,10.0,1,1,Self and Spouse
3133,0,18-40,1,3,6,1.0,5240.0,0,0,Self and Spouse
3136,1,18-40,1,1,7,5.0,3820.0,0,1,Self and Spouse
3141,0,40-60,1,1,6,3.0,5740.0,0,0,Self and Spouse
3142,0,60-80,1,1,4,1.0,10.0,1,1,Self and Spouse
3143,1,40-60,1,1,7,1.0,120.0,0,1,Self and Spouse
3145,0,18-40,1,5,4,1.0,1970.0,2,1,Direct Dependents
3147,0,18-40,1,1,5,1.0,5400.0,0,0,Self and Spouse
3148,0,18-40,1,1,3,1.0,8040.0,1,1,Self and Spouse
3152,0,18-40,1,1,4,1.0,5230.0,2,1,Direct Dependents
3154,0,18-40,1,1,6,1.0,4522.0,9,0,Extended and Distant Relatives
3155,1,60-80,1,1,3,1.0,7340.0,0,1,Self and Spouse
3157,1,18-40,1,5,7,1.0,3050.0,2,1,Direct Dependents
3158,0,60-80,1,3,3,5.0,640.0,0,0,Self and Spouse
3159,0,18-40,1,5,3,1.0,9645.0,3,0,Direct Dependents
3160,1,18-40,1,1,6,1.0,120.0,0,1,Self and Spouse
3161,0,18-40,1,1,3,1.0,4850.0,1,0,Self and Spouse
3164,0,40-60,1,5,3,1.0,9600.0,0,0,Self and Spouse
3168,1,80-100,1,1,7,6.0,2100.0,0,1,Self and Spouse
3170,1,60-80,1,1,5,1.0,4700.0,0,0,Self and Spouse
3171,0,60-80,1,1,4,1.0,3655.0,1,1,Self and Spouse
3176,0,18-40,1,1,4,1.0,1022.0,9,1,Extended and Distant Relatives
3177,1,40-60,1,1,6,1.0,800.0,0,0,Self and Spouse
3178,1,40-60,1,1,6,1.0,8740.0,1,1,Self and Spouse
3180,0,18-40,1,1,5,2.0,5400.0,0,0,Self and Spouse
3181,0,18-40,1,1,5,4.0,3802.0,1,1,Self and Spouse
3184,0,18-40,1,1,3,1.0,9130.0,0,1,Self and Spouse
3188,1,60-80,1,1,4,1.0,7640.0,0,1,Self and Spouse
3191,0,18-40,1,1,4,3.0,3870.0,1,1,Self and Spouse
3193,0,40-60,1,1,7,4.0,2205.0,0,1,Self and Spouse
3194,1,18-40,1,1,7,4.0,3255.0,1,0,Self and Spouse
3195,0,40-60,1,3,3,2.0,440.0,0,0,Self and Spouse
3196,0,18-40,0,5,4,5.0,8990.0,2,1,Direct Dependents
3199,1,40-60,1,1,3,3.0,5740.0,0,0,Self and Spouse
3200,1,40-60,1,1,3,3.0,7340.0,1,1,Self and Spouse
3201,0,18-40,1,5,3,1.0,9620.0,2,1,Direct Dependents
3202,0,18-40,1,5,3,1.0,4720.0,2,0,Direct Dependents
3204,0,18-40,1,3,3,1.0,6260.0,9,1,Extended and Distant Relatives
3207,0,18-40,1,3,3,1.0,4020.0,0,1,Self and Spouse
3211,0,18-40,1,1,4,1.0,5860.0,0,1,Self and Spouse
3212,0,18-40,0,1,6,1.0,51.0,1,0,Self and Spouse
3214,1,40-60,1,1,4,1.0,9620.0,0,1,Self and Spouse
3218,1,40-60,1,1,6,7.0,4700.0,0,1,Self and Spouse
3222,1,40-60,1,1,7,1.0,1460.0,0,1,Self and Spouse
3223,0,40-60,1,1,6,1.0,5400.0,1,0,Self and Spouse
3224,0,18-40,1,5,6,6.0,2360.0,2,0,Direct Dependents
3225,0,18-40,1,5,6,2.0,2360.0,2,1,Direct Dependents
3227,1,60-80,1,3,7,1.0,845.0,13,0,Peers and Similar Relations
3229,1,40-60,1,1,7,3.0,2310.0,0,1,Self and Spouse
3230,0,18-40,1,1,6,2.0,5320.0,1,0,Self and Spouse
3239,0,18-40,1,5,6,1.0,5350.0,2,1,Direct Dependents
3241,0,18-40,1,1,6,1.0,410.0,1,1,Self and Spouse
3247,0,18-40,0,1,3,6.0,6410.0,0,1,Self and Spouse
3248,0,18-40,0,1,3,1.0,4600.0,1,0,Self and Spouse
3250,1,60-80,1,1,6,1.0,2825.0,0,0,Self and Spouse
3251,0,40-60,1,1,4,1.0,5240.0,1,1,Self and Spouse
3252,0,18-40,1,5,4,1.0,4230.0,2,0,Direct Dependents
3253,0,18-40,1,5,4,1.0,3300.0,11,1,Lodgers and Non-Family Members
3255,1,18-40,1,1,4,7.0,4710.0,0,1,Self and Spouse
3260,0,60-80,1,1,3,1.0,5400.0,0,0,Self and Spouse
3261,1,60-80,1,1,3,1.0,52.0,1,1,Self and Spouse
3262,1,60-80,1,1,5,1.0,150.0,0,1,Self and Spouse
3263,0,60-80,1,1,5,3.0,5740.0,1,0,Self and Spouse
3264,0,18-40,1,5,6,3.0,2435.0,2,0,Direct Dependents
3265,1,18-40,1,1,4,7.0,5165.0,0,1,Self and Spouse
3266,0,18-40,1,1,3,1.0,2840.0,1,0,Self and Spouse
3267,1,40-60,1,1,6,1.0,1031.0,0,1,Self and Spouse
3268,0,18-40,1,1,4,6.0,4760.0,1,0,Self and Spouse
3274,0,40-60,1,1,3,1.0,4700.0,0,1,Self and Spouse
3275,0,18-40,1,1,5,2.0,3645.0,1,0,Self and Spouse
3276,1,18-40,0,1,5,7.0,2861.0,0,1,Self and Spouse
3277,0,18-40,1,1,7,3.0,2320.0,1,0,Self and Spouse
3283,1,40-60,1,1,4,7.0,6250.0,1,1,Self and Spouse
3289,0,40-60,1,1,5,1.0,5400.0,1,0,Self and Spouse
3293,0,40-60,0,3,4,3.0,4350.0,0,1,Self and Spouse
3294,1,18-40,1,1,4,1.0,1980.0,0,1,Self and Spouse
3295,0,18-40,0,1,5,1.0,2545.0,1,0,Self and Spouse
3298,1,40-60,1,1,7,1.0,3255.0,0,1,Self and Spouse
3299,1,40-60,1,1,7,4.0,630.0,1,0,Self and Spouse
3300,0,18-40,1,5,6,1.0,3603.0,2,0,Direct Dependents
3301,0,40-60,1,1,3,1.0,6230.0,0,1,Self and Spouse
3302,0,18-40,1,1,3,1.0,8950.0,1,0,Self and Spouse
3305,0,18-40,1,5,4,1.0,4020.0,10,1,Extended and Distant Relatives
3306,0,18-40,1,5,6,3.0,2310.0,0,0,Self and Spouse
3307,0,18-40,1,5,6,3.0,2545.0,5,0,Peers and Similar Relations
3308,0,40-60,1,1,6,7.0,4920.0,0,0,Self and Spouse
3309,1,40-60,1,1,6,4.0,2722.0,1,1,Self and Spouse
3316,0,60-80,0,3,4,1.0,7750.0,0,0,Self and Spouse
3317,0,18-40,1,5,3,1.0,7720.0,2,1,Direct Dependents
3318,0,60-80,1,1,4,1.0,9620.0,0,1,Self and Spouse
3321,1,18-40,1,1,7,1.0,140.0,0,1,Self and Spouse
3322,0,18-40,1,1,6,1.0,2360.0,1,0,Self and Spouse
3326,0,40-60,1,1,6,1.0,2545.0,0,0,Self and Spouse
3327,1,40-60,1,1,6,1.0,4850.0,1,1,Self and Spouse
3334,1,40-60,1,1,7,1.0,350.0,0,1,Self and Spouse
3336,0,18-40,1,5,3,1.0,4720.0,2,1,Direct Dependents
3345,1,18-40,1,5,7,1.0,1360.0,2,1,Direct Dependents
3347,1,18-40,1,1,7,2.0,3090.0,1,1,Self and Spouse
3353,1,40-60,1,1,4,1.0,8030.0,0,1,Self and Spouse
3355,1,18-40,1,5,6,1.0,1530.0,2,1,Direct Dependents
3356,1,40-60,1,1,6,1.0,960.0,0,1,Self and Spouse
3357,0,18-40,0,1,6,8.0,5522.0,1,0,Self and Spouse
3361,1,40-60,1,1,3,7.0,9130.0,1,1,Self and Spouse
3362,0,18-40,1,1,5,1.0,5240.0,0,0,Self and Spouse
3363,0,18-40,1,1,3,7.0,440.0,1,1,Self and Spouse
3364,1,40-60,0,1,7,4.0,3090.0,0,1,Self and Spouse
3365,1,40-60,1,1,4,1.0,7200.0,0,1,Self and Spouse
3367,1,40-60,1,1,6,5.0,565.0,0,0,Self and Spouse
3368,1,40-60,1,1,6,5.0,1360.0,1,1,Self and Spouse
3371,1,40-60,1,1,5,1.0,6200.0,0,1,Self and Spouse
3380,0,18-40,1,1,5,2.0,2205.0,0,0,Self and Spouse
3381,0,18-40,1,1,4,1.0,800.0,1,1,Self and Spouse
3382,1,40-60,1,1,7,1.0,10.0,0,0,Self and Spouse
3383,0,40-60,1,1,6,1.0,1760.0,1,1,Self and Spouse
3384,1,40-60,1,1,3,1.0,4965.0,0,1,Self and Spouse
3385,0,40-60,1,1,5,3.0,5120.0,1,0,Self and Spouse
3390,1,18-40,1,5,4,5.0,930.0,7,0,Direct Dependents
3393,0,40-60,1,1,6,3.0,630.0,0,0,Self and Spouse
3394,1,40-60,1,1,7,7.0,1530.0,1,1,Self and Spouse
3397,1,60-80,1,1,6,2.0,3255.0,0,1,Self and Spouse
3398,0,60-80,1,1,5,7.0,4510.0,1,0,Self and Spouse
3401,0,60-80,1,1,6,3.0,2700.0,2,1,Direct Dependents
3402,1,60-80,1,1,7,1.0,5240.0,2,1,Direct Dependents
3406,0,18-40,1,1,5,1.0,2634.0,0,1,Self and Spouse
3412,1,40-60,1,1,6,1.0,9030.0,1,1,Self and Spouse
3413,0,40-60,0,1,3,3.0,230.0,0,1,Self and Spouse
3414,0,40-60,1,1,7,4.0,2310.0,1,0,Self and Spouse
3417,0,60-80,0,1,4,1.0,7360.0,0,1,Self and Spouse
3418,0,40-60,1,1,3,1.0,5740.0,1,0,Self and Spouse
3419,1,18-40,1,1,7,1.0,1530.0,0,1,Self and Spouse
3420,1,18-40,1,1,7,1.0,1305.0,1,0,Self and Spouse
3421,1,40-60,1,1,7,1.0,2100.0,0,1,Self and Spouse
3422,1,40-60,1,1,7,6.0,2100.0,1,0,Self and Spouse
3426,1,40-60,1,1,4,1.0,7330.0,1,1,Self and Spouse
3428,1,60-80,1,1,4,1.0,800.0,1,0,Self and Spouse
3429,0,18-40,1,1,4,1.0,6355.0,0,1,Self and Spouse
3430,1,18-40,1,1,5,1.0,3255.0,1,0,Self and Spouse
3431,1,40-60,1,1,7,2.0,2850.0,0,1,Self and Spouse
3433,0,18-40,0,5,4,6.0,6260.0,2,1,Direct Dependents
3435,1,40-60,0,1,6,2.0,3402.0,0,1,Self and Spouse
3440,1,60-80,1,1,4,7.0,205.0,1,1,Self and Spouse
3441,0,60-80,1,1,5,1.0,7020.0,0,1,Self and Spouse
3442,0,60-80,1,1,5,6.0,4510.0,1,0,Self and Spouse
3443,0,40-60,1,1,6,6.0,2360.0,0,0,Self and Spouse
3444,1,40-60,1,1,7,2.0,2400.0,1,1,Self and Spouse
3451,0,60-80,1,1,4,1.0,3930.0,6,1,Older Generation
3453,0,18-40,1,1,4,1.0,9620.0,0,1,Self and Spouse
3454,0,18-40,1,1,3,1.0,4720.0,1,0,Self and Spouse
3457,1,60-80,1,3,6,4.0,2320.0,0,0,Self and Spouse
3459,1,40-60,1,1,4,1.0,3421.0,0,0,Self and Spouse
3460,1,18-40,1,1,3,1.0,9620.0,1,1,Self and Spouse
3465,0,40-60,1,1,3,3.0,2545.0,2,0,Direct Dependents
3467,0,60-80,1,1,3,1.0,4720.0,9,0,Extended and Distant Relatives
3468,0,40-60,1,1,3,1.0,4700.0,9,0,Extended and Distant Relatives
3469,0,40-60,0,3,3,1.0,5820.0,0,0,Self and Spouse
3470,0,18-40,0,5,3,1.0,7240.0,2,1,Direct Dependents
3471,0,60-80,1,1,4,1.0,4760.0,0,0,Self and Spouse
3473,0,40-60,0,5,7,1.0,2905.0,2,1,Direct Dependents
3474,1,40-60,1,3,4,5.0,5550.0,0,0,Self and Spouse
3475,0,18-40,1,5,3,1.0,5350.0,2,1,Direct Dependents
3476,0,18-40,1,5,4,1.0,9350.0,2,1,Direct Dependents
3477,1,40-60,1,1,6,1.0,5000.0,0,0,Self and Spouse
3482,1,40-60,0,1,7,4.0,3090.0,1,1,Self and Spouse
3483,0,18-40,1,1,5,1.0,2205.0,0,1,Self and Spouse
3484,0,18-40,1,1,5,1.0,2205.0,1,0,Self and Spouse
3485,0,40-60,0,1,3,1.0,9150.0,0,0,Self and Spouse
3486,0,40-60,1,1,3,1.0,9130.0,1,1,Self and Spouse
3491,1,40-60,1,1,7,4.0,230.0,0,1,Self and Spouse
3492,0,40-60,1,1,6,4.0,2310.0,1,0,Self and Spouse
3495,1,40-60,1,1,3,1.0,7300.0,1,1,Self and Spouse
3496,0,18-40,1,5,4,3.0,3421.0,2,0,Direct Dependents
3497,1,40-60,1,1,7,7.0,3256.0,0,1,Self and Spouse
3499,0,18-40,1,5,4,1.0,4760.0,2,0,Direct Dependents
3500,0,18-40,1,5,4,1.0,4130.0,2,1,Direct Dependents
3508,0,40-60,1,1,4,3.0,2545.0,1,0,Self and Spouse
3509,0,60-80,1,2,4,1.0,5740.0,0,0,Self and Spouse
3510,0,18-40,1,5,6,1.0,7700.0,0,0,Self and Spouse
3512,0,60-80,1,1,3,2.0,3602.0,1,0,Self and Spouse
3517,0,18-40,1,5,3,1.0,4020.0,10,1,Extended and Distant Relatives
3518,1,18-40,1,1,5,1.0,1541.0,0,1,Self and Spouse
3519,0,18-40,1,1,5,1.0,5240.0,1,0,Self and Spouse
3522,1,18-40,0,5,3,1.0,1970.0,0,1,Self and Spouse
3523,1,40-60,1,1,7,1.0,1360.0,0,1,Self and Spouse
3524,1,40-60,1,1,4,1.0,52.0,1,0,Self and Spouse
3525,1,18-40,1,5,6,1.0,3255.0,2,0,Direct Dependents
3527,0,40-60,1,1,3,1.0,7220.0,1,1,Self and Spouse
3528,0,18-40,1,3,3,1.0,4720.0,15,0,Lodgers and Non-Family Members
3530,0,40-60,1,1,5,1.0,5610.0,0,0,Self and Spouse
3531,0,40-60,1,1,5,7.0,220.0,1,1,Self and Spouse
3532,0,18-40,1,1,5,1.0,3424.0,0,0,Self and Spouse
3533,1,18-40,1,1,5,1.0,7410.0,1,1,Self and Spouse
3536,0,18-40,1,1,3,1.0,4965.0,0,0,Self and Spouse
3537,0,18-40,1,1,3,1.0,8140.0,1,1,Self and Spouse
3543,0,40-60,1,5,3,6.0,6260.0,0,1,Self and Spouse
3544,0,60-80,1,1,4,6.0,205.0,0,1,Self and Spouse
3545,0,60-80,1,1,4,6.0,6050.0,1,0,Self and Spouse
3546,1,18-40,1,5,6,1.0,440.0,0,0,Self and Spouse
3547,0,18-40,1,1,6,2.0,3255.0,0,0,Self and Spouse
3548,0,18-40,1,1,5,1.0,8740.0,1,1,Self and Spouse
3549,0,40-60,1,1,4,3.0,440.0,0,0,Self and Spouse
3550,0,40-60,1,1,3,1.0,9130.0,1,1,Self and Spouse
3551,0,18-40,1,5,3,2.0,4350.0,2,0,Direct Dependents
3552,0,18-40,1,1,5,1.0,3602.0,0,0,Self and Spouse
3553,1,40-60,1,1,7,6.0,120.0,1,1,Self and Spouse
3556,1,18-40,1,1,7,1.0,800.0,0,1,Self and Spouse
3557,1,18-40,1,1,7,1.0,800.0,1,0,Self and Spouse
3559,1,40-60,1,1,6,1.0,120.0,1,1,Self and Spouse
3563,1,40-60,1,1,4,1.0,9130.0,0,1,Self and Spouse
3564,1,40-60,1,1,7,4.0,2310.0,1,0,Self and Spouse
3565,0,18-40,1,1,3,1.0,4840.0,2,1,Direct Dependents
3566,0,18-40,1,5,3,1.0,4220.0,2,1,Direct Dependents
3568,0,40-60,1,1,4,1.0,3640.0,0,0,Self and Spouse
3569,1,40-60,1,1,4,1.0,7430.0,1,1,Self and Spouse
3572,1,40-60,0,1,3,1.0,7640.0,0,1,Self and Spouse
3573,0,18-40,0,5,3,1.0,4110.0,2,0,Direct Dependents
3575,0,18-40,0,5,3,1.0,7640.0,2,0,Direct Dependents
3576,0,18-40,0,5,3,1.0,4220.0,2,1,Direct Dependents
3577,0,18-40,0,5,3,1.0,4020.0,2,1,Direct Dependents
3581,0,18-40,1,5,6,4.0,2545.0,0,0,Self and Spouse
3582,0,18-40,1,1,4,7.0,2360.0,0,1,Self and Spouse
3583,0,18-40,1,1,6,7.0,2360.0,1,0,Self and Spouse
3587,0,18-40,0,5,3,1.0,5400.0,15,0,Lodgers and Non-Family Members
3588,0,18-40,0,5,3,1.0,4760.0,15,1,Lodgers and Non-Family Members
3589,0,18-40,1,1,4,6.0,2770.0,0,0,Self and Spouse
3590,0,18-40,1,1,6,1.0,2004.0,1,1,Self and Spouse
3591,1,18-40,1,5,3,1.0,1065.0,0,1,Self and Spouse
3592,0,18-40,1,5,4,1.0,630.0,13,0,Peers and Similar Relations
3593,1,60-80,1,1,4,1.0,9122.0,0,1,Self and Spouse
3596,0,18-40,1,1,7,6.0,5240.0,0,0,Self and Spouse
3597,0,18-40,1,1,4,7.0,8990.0,1,1,Self and Spouse
3600,0,18-40,1,5,6,1.0,1106.0,0,1,Self and Spouse
3601,1,40-60,1,1,6,7.0,630.0,0,1,Self and Spouse
3606,0,40-60,1,4,6,1.0,3323.0,0,0,Self and Spouse
3611,0,60-80,0,1,3,1.0,3603.0,0,0,Self and Spouse
3613,1,18-40,1,3,4,1.0,7855.0,0,1,Self and Spouse
3616,0,18-40,1,5,6,2.0,2012.0,0,0,Self and Spouse
3617,0,18-40,1,5,3,1.0,5110.0,11,0,Lodgers and Non-Family Members
3620,0,40-60,1,5,4,1.0,4720.0,2,1,Direct Dependents
3621,0,40-60,0,3,3,2.0,7340.0,0,1,Self and Spouse
3622,0,18-40,0,5,3,1.0,5240.0,2,0,Direct Dependents
3627,1,60-80,1,1,6,1.0,3050.0,1,1,Self and Spouse
3628,0,60-80,1,1,4,3.0,8740.0,0,0,Self and Spouse
3629,0,60-80,1,1,4,1.0,6050.0,1,1,Self and Spouse
3631,1,18-40,1,1,6,1.0,1460.0,1,1,Self and Spouse
3635,0,40-60,1,1,6,4.0,2310.0,1,0,Self and Spouse
3639,1,60-80,1,1,4,1.0,9130.0,0,1,Self and Spouse
3642,0,40-60,1,4,3,1.0,4720.0,2,0,Direct Dependents
3643,0,18-40,1,5,3,1.0,4030.0,7,1,Direct Dependents
3644,0,18-40,1,5,3,1.0,9600.0,7,1,Direct Dependents
3645,0,40-60,1,3,3,1.0,4760.0,0,0,Self and Spouse
3648,0,18-40,1,5,3,1.0,7130.0,0,1,Self and Spouse
3649,1,40-60,1,1,6,1.0,4810.0,0,1,Self and Spouse
3654,1,60-80,1,1,3,6.0,205.0,0,1,Self and Spouse
3655,0,40-60,1,1,4,1.0,5740.0,1,0,Self and Spouse
3656,0,18-40,1,5,3,1.0,7210.0,2,1,Direct Dependents
3657,1,40-60,1,1,4,1.0,6200.0,0,1,Self and Spouse
3661,1,60-80,1,3,5,5.0,5600.0,0,0,Self and Spouse
3662,1,40-60,1,1,4,1.0,1006.0,0,0,Self and Spouse
3663,1,40-60,1,1,5,1.0,2634.0,1,1,Self and Spouse
3664,0,18-40,1,5,4,1.0,5160.0,2,0,Direct Dependents
3668,0,40-60,1,1,6,6.0,4810.0,0,0,Self and Spouse
3669,0,40-60,0,1,3,7.0,7200.0,1,1,Self and Spouse
3670,0,18-40,1,4,3,1.0,2002.0,2,0,Direct Dependents
3673,0,18-40,1,1,3,1.0,8030.0,0,1,Self and Spouse
3674,0,18-40,1,1,3,1.0,3630.0,1,0,Self and Spouse
3678,1,40-60,1,5,4,1.0,6305.0,0,1,Self and Spouse
3679,1,40-60,1,1,6,1.0,4850.0,0,1,Self and Spouse
3680,0,40-60,1,1,4,1.0,5110.0,1,0,Self and Spouse
3681,0,18-40,1,5,4,1.0,8990.0,2,1,Direct Dependents
3683,1,40-60,1,5,6,1.0,2840.0,13,0,Peers and Similar Relations
3684,0,60-80,1,1,3,1.0,3640.0,0,0,Self and Spouse
3687,0,18-40,1,3,6,3.0,5522.0,0,0,Self and Spouse
3690,0,40-60,1,1,6,3.0,2310.0,0,0,Self and Spouse
3691,1,40-60,1,1,6,1.0,800.0,1,1,Self and Spouse
3694,1,60-80,1,1,6,1.0,1021.0,0,1,Self and Spouse
3696,0,40-60,1,5,4,1.0,4720.0,2,1,Direct Dependents
3697,0,40-60,1,3,3,1.0,7720.0,0,0,Self and Spouse
3698,1,40-60,1,1,4,1.0,135.0,0,0,Self and Spouse
3699,1,40-60,1,1,4,1.0,10.0,1,1,Self and Spouse
3702,0,40-60,1,1,3,1.0,3645.0,0,1,Self and Spouse
3703,0,40-60,1,1,3,1.0,7855.0,1,0,Self and Spouse
3706,0,18-40,1,5,3,1.0,7200.0,4,1,Direct Dependents
3707,0,40-60,1,5,3,1.0,4220.0,10,1,Extended and Distant Relatives
3708,0,40-60,1,1,5,1.0,120.0,0,0,Self and Spouse
3709,1,40-60,1,1,3,3.0,4220.0,1,1,Self and Spouse
3711,0,18-40,1,1,4,5.0,930.0,0,0,Self and Spouse
3712,1,40-60,1,1,5,1.0,140.0,1,1,Self and Spouse
3716,1,40-60,1,1,5,1.0,9570.0,1,1,Self and Spouse
3720,0,40-60,1,5,3,1.0,7850.0,0,1,Self and Spouse
3723,1,18-40,1,1,6,1.0,136.0,0,1,Self and Spouse
3724,1,18-40,1,1,6,1.0,136.0,1,0,Self and Spouse
3728,0,40-60,1,1,6,1.0,6410.0,0,1,Self and Spouse
3729,0,18-40,1,1,4,1.0,4110.0,1,0,Self and Spouse
3731,1,40-60,1,1,6,1.0,440.0,0,1,Self and Spouse
