,PINCP,AGEP,RAC1P,MAR,SCHL,COW,OCCP,RELP,SEX,RELP_category
28647,1,60-80,1,1,6,1.0,3255.0,1,0,Self and Spouse
28649,0,18-40,1,3,3,1.0,7700.0,0,1,Self and Spouse
28650,0,18-40,1,5,0,1.0,3255.0,13,0,Peers and Similar Relations
28651,1,40-60,1,5,6,2.0,3255.0,0,1,Self and Spouse
28652,0,18-40,1,5,5,2.0,3323.0,13,0,Peers and Similar Relations
28653,1,60-80,1,1,5,1.0,7700.0,0,1,Self and Spouse
28654,0,60-80,1,1,5,1.0,5120.0,1,0,Self and Spouse
28655,1,18-40,1,1,6,1.0,5240.0,0,1,Self and Spouse
28656,0,18-40,1,1,7,1.0,3424.0,1,0,Self and Spouse
28661,0,18-40,1,5,3,1.0,4130.0,2,0,Direct Dependents
28663,0,40-60,1,1,6,1.0,1021.0,0,1,Self and Spouse
28664,0,40-60,0,1,7,1.0,705.0,1,0,Self and Spouse
28671,0,60-80,1,3,4,1.0,9600.0,0,1,Self and Spouse
28672,1,40-60,0,1,7,1.0,1021.0,0,1,Self and Spouse
28676,0,40-60,1,1,3,2.0,3500.0,0,0,Self and Spouse
28677,1,18-40,1,1,3,1.0,6260.0,1,1,Self and Spouse
28682,1,40-60,1,1,7,3.0,3230.0,0,0,Self and Spouse
28683,1,40-60,1,1,7,3.0,1822.0,1,1,Self and Spouse
28688,0,40-60,1,5,5,1.0,8250.0,0,1,Self and Spouse
28691,1,18-40,1,1,6,1.0,1430.0,0,1,Self and Spouse
28695,0,18-40,1,5,3,1.0,6260.0,0,1,Self and Spouse
28696,0,40-60,1,3,3,1.0,6260.0,12,1,Peers and Similar Relations
28697,0,18-40,1,3,3,2.0,2722.0,13,0,Peers and Similar Relations
28700,1,40-60,1,1,6,1.0,705.0,0,1,Self and Spouse
28701,0,40-60,1,1,5,5.0,3255.0,1,0,Self and Spouse
28702,0,18-40,1,5,6,1.0,3255.0,2,0,Direct Dependents
28703,0,18-40,1,1,6,1.0,5160.0,2,1,Direct Dependents
28706,0,18-40,1,3,5,1.0,3255.0,9,0,Extended and Distant Relatives
28707,0,18-40,1,3,5,1.0,3545.0,0,0,Self and Spouse
28709,0,40-60,1,3,3,1.0,7200.0,13,1,Peers and Similar Relations
28710,1,40-60,0,1,4,1.0,5710.0,0,0,Self and Spouse
28712,1,40-60,1,5,6,2.0,3255.0,0,1,Self and Spouse
28713,0,40-60,1,3,3,1.0,4040.0,13,0,Peers and Similar Relations
28715,1,18-40,1,1,7,2.0,3090.0,1,1,Self and Spouse
28717,1,40-60,1,1,3,1.0,9600.0,0,1,Self and Spouse
28718,1,40-60,1,1,3,1.0,5240.0,1,0,Self and Spouse
28719,1,18-40,1,5,3,1.0,9620.0,2,1,Direct Dependents
28724,0,60-80,1,3,6,1.0,4760.0,0,1,Self and Spouse
28725,1,40-60,1,2,4,1.0,4230.0,0,0,Self and Spouse
28727,0,18-40,1,1,3,1.0,4110.0,0,0,Self and Spouse
28728,0,18-40,1,1,3,1.0,6355.0,1,1,Self and Spouse
28731,0,18-40,1,5,6,1.0,3300.0,0,1,Self and Spouse
28732,0,40-60,0,2,4,2.0,5240.0,0,0,Self and Spouse
28733,1,60-80,1,1,7,1.0,850.0,0,1,Self and Spouse
28734,0,40-60,1,1,6,1.0,800.0,1,0,Self and Spouse
28735,1,60-80,1,2,4,3.0,120.0,0,0,Self and Spouse
28738,1,60-80,1,1,4,1.0,5150.0,0,1,Self and Spouse
28739,0,60-80,1,1,5,1.0,3640.0,1,0,Self and Spouse
28740,1,40-60,1,1,3,1.0,8030.0,0,1,Self and Spouse
28746,0,60-80,1,1,3,1.0,9620.0,0,1,Self and Spouse
28750,1,60-80,1,1,3,4.0,440.0,0,0,Self and Spouse
28751,0,60-80,1,1,3,1.0,8130.0,1,1,Self and Spouse
28752,0,40-60,0,4,3,6.0,9620.0,0,1,Self and Spouse
28758,0,18-40,0,5,6,1.0,4530.0,3,0,Direct Dependents
28759,1,40-60,1,1,7,1.0,2100.0,0,0,Self and Spouse
28760,1,40-60,1,1,3,1.0,9130.0,1,1,Self and Spouse
28763,0,40-60,1,5,3,1.0,8800.0,0,1,Self and Spouse
28764,0,18-40,1,1,4,3.0,4220.0,0,1,Self and Spouse
28769,0,18-40,1,1,3,1.0,5510.0,0,0,Self and Spouse
28770,0,40-60,1,1,3,1.0,9130.0,1,1,Self and Spouse
28781,0,18-40,1,4,3,6.0,6330.0,13,1,Peers and Similar Relations
28782,1,40-60,1,1,6,1.0,1450.0,0,1,Self and Spouse
28783,0,40-60,1,1,6,4.0,3255.0,1,0,Self and Spouse
28784,1,18-40,1,5,4,1.0,7210.0,0,1,Self and Spouse
28785,1,40-60,1,1,6,1.0,850.0,0,0,Self and Spouse
28786,0,40-60,1,1,4,1.0,7315.0,1,1,Self and Spouse
28788,0,18-40,0,5,4,1.0,4965.0,0,0,Self and Spouse
28790,1,60-80,1,1,7,7.0,3090.0,0,1,Self and Spouse
28791,0,40-60,1,1,6,5.0,3150.0,1,0,Self and Spouse
28793,1,18-40,1,1,7,1.0,2100.0,0,1,Self and Spouse
28794,1,18-40,1,1,6,1.0,52.0,1,0,Self and Spouse
28799,1,40-60,1,1,7,1.0,440.0,0,1,Self and Spouse
28800,0,40-60,1,1,5,1.0,5240.0,0,0,Self and Spouse
28801,1,40-60,1,1,6,1.0,1530.0,1,1,Self and Spouse
28804,1,40-60,1,3,7,1.0,565.0,0,1,Self and Spouse
28805,1,18-40,1,5,6,1.0,1460.0,2,0,Direct Dependents
28806,0,18-40,1,5,4,1.0,4030.0,2,0,Direct Dependents
28807,1,40-60,0,5,4,1.0,7360.0,0,1,Self and Spouse
28809,0,18-40,1,1,7,2.0,2310.0,0,1,Self and Spouse
28810,1,18-40,1,1,7,2.0,230.0,1,0,Self and Spouse
28814,1,60-80,1,3,6,2.0,3255.0,0,0,Self and Spouse
28815,0,40-60,0,2,4,1.0,3603.0,0,1,Self and Spouse
28816,0,40-60,1,3,4,2.0,4540.0,0,0,Self and Spouse
28819,0,18-40,1,5,7,1.0,8990.0,0,1,Self and Spouse
28820,1,40-60,1,1,4,1.0,705.0,0,0,Self and Spouse
28821,0,40-60,1,1,3,1.0,7200.0,1,1,Self and Spouse
28823,0,40-60,0,3,4,7.0,9141.0,0,1,Self and Spouse
28824,0,18-40,1,1,3,2.0,4230.0,0,0,Self and Spouse
28825,1,18-40,1,1,3,1.0,9130.0,1,1,Self and Spouse
28832,0,60-80,1,1,3,1.0,8740.0,1,0,Self and Spouse
28839,0,40-60,1,2,3,1.0,9645.0,0,0,Self and Spouse
28844,1,60-80,1,1,3,1.0,4220.0,0,1,Self and Spouse
28846,0,18-40,1,3,3,1.0,440.0,0,1,Self and Spouse
28849,0,40-60,1,1,5,1.0,5610.0,0,0,Self and Spouse
28850,1,40-60,1,1,4,1.0,9130.0,1,1,Self and Spouse
28853,0,18-40,1,1,6,3.0,4600.0,0,0,Self and Spouse
28854,1,40-60,1,1,6,1.0,3150.0,1,1,Self and Spouse
28862,0,40-60,1,1,4,4.0,4251.0,0,1,Self and Spouse
28863,1,40-60,1,1,7,4.0,2310.0,1,0,Self and Spouse
28864,0,18-40,1,3,3,1.0,6040.0,0,1,Self and Spouse
28866,0,18-40,1,5,6,3.0,2545.0,13,0,Peers and Similar Relations
28868,1,40-60,1,1,6,7.0,2722.0,1,1,Self and Spouse
28873,0,18-40,1,1,7,4.0,1610.0,0,0,Self and Spouse
28874,0,18-40,1,1,6,1.0,4220.0,1,1,Self and Spouse
28879,0,60-80,1,1,7,1.0,440.0,0,1,Self and Spouse
28881,0,60-80,1,5,6,1.0,9600.0,0,1,Self and Spouse
28882,1,60-80,1,1,7,3.0,705.0,0,1,Self and Spouse
28884,1,40-60,1,1,4,1.0,8740.0,0,0,Self and Spouse
28885,0,60-80,1,1,3,3.0,3870.0,1,1,Self and Spouse
28886,1,40-60,1,1,5,1.0,5710.0,0,0,Self and Spouse
28887,1,40-60,1,1,5,1.0,5920.0,1,1,Self and Spouse
28888,0,18-40,1,5,6,1.0,9645.0,4,1,Direct Dependents
28889,1,40-60,1,5,6,1.0,1530.0,0,1,Self and Spouse
28890,1,40-60,1,5,4,1.0,1555.0,0,1,Self and Spouse
28892,0,40-60,1,1,3,5.0,4030.0,0,0,Self and Spouse
28893,0,40-60,1,1,4,1.0,7510.0,1,1,Self and Spouse
28897,0,18-40,0,5,3,2.0,9640.0,7,1,Direct Dependents
28900,1,18-40,1,5,6,1.0,1460.0,0,1,Self and Spouse
28901,1,18-40,1,5,5,1.0,3255.0,0,0,Self and Spouse
28904,1,40-60,1,1,6,1.0,3550.0,0,1,Self and Spouse
28905,1,40-60,1,1,7,4.0,2320.0,1,0,Self and Spouse
28906,0,18-40,1,5,4,8.0,6230.0,0,1,Self and Spouse
28907,0,18-40,1,5,4,1.0,4720.0,2,0,Direct Dependents
28908,1,40-60,1,1,3,1.0,8255.0,0,1,Self and Spouse
28910,0,18-40,1,1,4,1.0,1105.0,0,1,Self and Spouse
28911,0,18-40,1,1,5,1.0,3602.0,1,0,Self and Spouse
28914,1,40-60,0,1,7,1.0,1460.0,0,1,Self and Spouse
28915,1,40-60,0,1,7,1.0,1021.0,1,0,Self and Spouse
28918,1,40-60,0,1,7,1.0,1105.0,0,1,Self and Spouse
28919,1,40-60,0,1,7,1.0,3050.0,1,0,Self and Spouse
28923,0,60-80,1,2,4,4.0,3602.0,0,0,Self and Spouse
28927,1,18-40,1,5,5,1.0,1460.0,13,1,Peers and Similar Relations
28928,1,40-60,1,1,7,1.0,1530.0,0,1,Self and Spouse
28930,0,18-40,1,5,4,1.0,6260.0,3,1,Direct Dependents
28932,1,18-40,1,1,7,1.0,52.0,1,1,Self and Spouse
28937,1,18-40,1,1,4,1.0,20.0,0,1,Self and Spouse
28941,0,40-60,1,5,5,1.0,7210.0,0,1,Self and Spouse
28944,0,60-80,1,1,3,1.0,4251.0,9,1,Extended and Distant Relatives
28946,0,40-60,0,1,6,1.0,3255.0,1,1,Self and Spouse
28949,1,40-60,1,3,5,1.0,1430.0,0,1,Self and Spouse
28950,0,18-40,1,5,3,1.0,7220.0,0,1,Self and Spouse
28951,0,40-60,1,3,5,6.0,2600.0,12,0,Peers and Similar Relations
28952,0,18-40,1,5,4,1.0,1555.0,12,1,Peers and Similar Relations
28953,0,18-40,1,5,4,1.0,9600.0,12,1,Peers and Similar Relations
28956,0,40-60,1,1,4,1.0,5610.0,0,0,Self and Spouse
28958,0,40-60,0,1,6,1.0,1530.0,0,1,Self and Spouse
28959,0,40-60,0,1,4,2.0,5740.0,1,0,Self and Spouse
28960,0,18-40,0,5,4,1.0,4760.0,4,0,Direct Dependents
28961,0,18-40,1,1,3,1.0,9130.0,0,1,Self and Spouse
28962,0,18-40,1,1,3,1.0,4510.0,1,0,Self and Spouse
28967,0,18-40,1,5,3,6.0,6260.0,2,1,Direct Dependents
28968,0,18-40,1,5,3,6.0,6515.0,2,1,Direct Dependents
28969,0,40-60,1,1,3,1.0,3602.0,0,0,Self and Spouse
28970,0,40-60,1,1,3,1.0,8225.0,1,1,Self and Spouse
28978,0,40-60,0,3,4,1.0,3603.0,0,0,Self and Spouse
28979,0,18-40,0,5,3,1.0,4230.0,2,0,Direct Dependents
28984,0,18-40,1,5,6,2.0,5940.0,0,0,Self and Spouse
28988,0,40-60,1,1,5,1.0,3310.0,0,0,Self and Spouse
28989,0,40-60,1,1,4,1.0,7340.0,1,1,Self and Spouse
28990,0,18-40,1,1,3,1.0,9620.0,2,0,Direct Dependents
28998,0,18-40,1,5,3,1.0,3602.0,4,0,Direct Dependents
29003,0,40-60,1,5,4,4.0,3602.0,13,0,Peers and Similar Relations
29004,1,18-40,1,1,6,1.0,120.0,0,1,Self and Spouse
29005,1,18-40,1,1,6,2.0,725.0,1,0,Self and Spouse
29008,0,60-80,1,5,5,1.0,9005.0,0,1,Self and Spouse
29009,0,40-60,1,3,4,3.0,3602.0,0,0,Self and Spouse
29010,0,40-60,1,4,3,1.0,4220.0,5,0,Peers and Similar Relations
29011,0,18-40,1,5,4,1.0,4220.0,10,0,Extended and Distant Relatives
29013,1,40-60,1,1,5,1.0,3255.0,0,0,Self and Spouse
29014,0,60-80,1,1,4,6.0,6410.0,1,1,Self and Spouse
29017,0,18-40,1,5,3,1.0,6240.0,2,1,Direct Dependents
29018,0,18-40,1,5,3,1.0,3421.0,2,0,Direct Dependents
29021,0,18-40,1,1,7,4.0,2310.0,0,0,Self and Spouse
29022,1,18-40,1,1,6,1.0,140.0,1,1,Self and Spouse
29027,1,40-60,1,3,3,1.0,6305.0,5,1,Peers and Similar Relations
29030,1,40-60,0,5,6,1.0,1530.0,0,1,Self and Spouse
29031,1,40-60,1,1,4,1.0,4110.0,0,0,Self and Spouse
29032,1,40-60,1,1,3,1.0,7340.0,1,1,Self and Spouse
29033,0,18-40,1,5,3,1.0,6520.0,0,1,Self and Spouse
29034,0,40-60,1,5,6,1.0,3645.0,5,0,Peers and Similar Relations
29037,1,40-60,1,1,4,1.0,1555.0,0,1,Self and Spouse
29038,0,40-60,1,1,5,1.0,5860.0,1,0,Self and Spouse
29039,0,18-40,1,5,4,1.0,4720.0,2,0,Direct Dependents
29041,0,18-40,1,5,5,1.0,3620.0,0,0,Self and Spouse
29042,1,40-60,1,1,7,4.0,2310.0,0,1,Self and Spouse
29043,0,40-60,1,1,7,2.0,2310.0,1,0,Self and Spouse
29044,0,40-60,1,1,3,2.0,4622.0,0,0,Self and Spouse
29045,1,40-60,1,1,4,7.0,9130.0,1,1,Self and Spouse
29046,0,18-40,1,5,3,1.0,6260.0,2,1,Direct Dependents
29047,0,40-60,1,3,4,2.0,5510.0,0,0,Self and Spouse
29048,0,40-60,1,3,3,1.0,4220.0,13,1,Peers and Similar Relations
29049,0,60-80,1,3,6,1.0,5400.0,0,0,Self and Spouse
29050,0,40-60,1,3,3,1.0,3602.0,0,0,Self and Spouse
29051,1,18-40,1,5,5,1.0,1555.0,0,1,Self and Spouse
29052,0,18-40,1,5,6,4.0,2310.0,15,0,Lodgers and Non-Family Members
29053,1,18-40,1,1,5,1.0,3255.0,0,0,Self and Spouse
29054,0,18-40,1,1,4,1.0,2640.0,1,1,Self and Spouse
29055,0,18-40,1,5,4,1.0,4510.0,5,0,Peers and Similar Relations
29058,0,18-40,1,1,4,2.0,4030.0,0,0,Self and Spouse
29059,0,18-40,1,1,4,1.0,9130.0,1,1,Self and Spouse
29065,1,18-40,0,1,6,1.0,800.0,0,1,Self and Spouse
29077,1,40-60,1,1,3,1.0,9130.0,0,1,Self and Spouse
29078,0,40-60,1,1,5,3.0,640.0,1,0,Self and Spouse
29079,0,18-40,1,5,3,1.0,7350.0,2,1,Direct Dependents
29080,0,18-40,1,5,4,1.0,9130.0,2,1,Direct Dependents
29085,1,40-60,0,3,5,1.0,800.0,2,0,Direct Dependents
29086,1,60-80,1,1,6,4.0,2310.0,0,0,Self and Spouse
29087,0,40-60,0,1,3,1.0,8990.0,1,1,Self and Spouse
29091,1,60-80,1,1,4,1.0,150.0,0,1,Self and Spouse
29096,1,18-40,1,5,7,1.0,735.0,0,0,Self and Spouse
29097,1,18-40,1,5,6,1.0,800.0,13,1,Peers and Similar Relations
29098,0,40-60,1,5,7,1.0,3550.0,0,1,Self and Spouse
29099,0,40-60,0,5,5,1.0,4850.0,0,0,Self and Spouse
29101,0,18-40,1,1,4,1.0,4140.0,0,0,Self and Spouse
29104,0,40-60,1,4,4,1.0,136.0,0,0,Self and Spouse
29105,0,18-40,1,5,5,1.0,4110.0,2,0,Direct Dependents
29107,0,60-80,1,1,4,1.0,8800.0,0,0,Self and Spouse
29108,0,40-60,1,1,3,1.0,7750.0,1,1,Self and Spouse
29111,1,18-40,1,5,6,1.0,52.0,0,0,Self and Spouse
29112,0,40-60,1,1,7,2.0,2040.0,0,1,Self and Spouse
29120,0,18-40,1,3,3,1.0,4330.0,0,0,Self and Spouse
29123,0,40-60,1,5,7,1.0,7700.0,13,1,Peers and Similar Relations
29125,1,60-80,1,3,3,1.0,8000.0,0,1,Self and Spouse
29126,0,40-60,1,5,4,1.0,9130.0,2,1,Direct Dependents
29132,0,40-60,1,2,6,1.0,3602.0,0,1,Self and Spouse
29134,1,18-40,1,1,6,2.0,230.0,0,1,Self and Spouse
29135,1,18-40,1,1,7,6.0,2006.0,1,0,Self and Spouse
29140,1,18-40,1,4,5,2.0,5810.0,0,0,Self and Spouse
29144,0,40-60,1,5,6,1.0,1410.0,0,1,Self and Spouse
29147,0,18-40,1,5,4,1.0,4030.0,7,1,Direct Dependents
29153,0,18-40,1,5,4,1.0,6050.0,2,1,Direct Dependents
29154,0,40-60,1,1,4,1.0,440.0,0,0,Self and Spouse
29155,0,18-40,1,1,4,1.0,9645.0,1,1,Self and Spouse
29157,0,60-80,1,1,5,1.0,5860.0,0,0,Self and Spouse
29158,1,40-60,1,1,6,1.0,1541.0,1,1,Self and Spouse
29159,0,40-60,1,1,5,1.0,4010.0,0,0,Self and Spouse
29160,1,40-60,1,1,4,1.0,2320.0,1,1,Self and Spouse
29161,0,18-40,1,5,3,2.0,2545.0,2,1,Direct Dependents
29165,1,60-80,1,3,4,1.0,8225.0,0,1,Self and Spouse
29167,0,40-60,1,3,6,1.0,1825.0,0,0,Self and Spouse
29171,1,40-60,1,3,4,1.0,440.0,0,0,Self and Spouse
29176,1,40-60,1,1,6,1.0,705.0,0,1,Self and Spouse
29177,0,40-60,1,1,6,3.0,4600.0,1,0,Self and Spouse
29179,0,18-40,1,5,5,1.0,3323.0,0,0,Self and Spouse
29181,0,18-40,1,5,3,1.0,8990.0,13,1,Peers and Similar Relations
29182,0,60-80,1,1,3,1.0,6355.0,0,1,Self and Spouse
29184,0,40-60,1,1,6,4.0,2205.0,0,0,Self and Spouse
29185,1,40-60,1,1,5,1.0,1551.0,1,1,Self and Spouse
29186,1,40-60,1,1,3,1.0,9130.0,0,1,Self and Spouse
29187,0,18-40,1,1,3,1.0,3603.0,1,0,Self and Spouse
29189,0,40-60,1,5,5,1.0,9130.0,0,1,Self and Spouse
29190,0,60-80,1,3,4,1.0,1560.0,0,1,Self and Spouse
29191,0,40-60,1,5,3,6.0,4220.0,11,0,Lodgers and Non-Family Members
29192,0,18-40,1,3,5,1.0,3310.0,0,0,Self and Spouse
29195,1,18-40,0,5,6,1.0,300.0,0,1,Self and Spouse
29196,0,18-40,0,5,5,1.0,8740.0,5,1,Peers and Similar Relations
29197,1,40-60,1,1,6,1.0,705.0,0,1,Self and Spouse
29198,1,40-60,1,1,6,1.0,750.0,1,0,Self and Spouse
29202,1,60-80,1,1,7,2.0,10.0,0,1,Self and Spouse
29203,0,40-60,1,1,5,1.0,5240.0,1,0,Self and Spouse
29205,0,60-80,1,1,3,2.0,9122.0,1,0,Self and Spouse
29206,0,40-60,1,3,5,1.0,2545.0,2,0,Direct Dependents
29211,0,60-80,1,1,3,1.0,8720.0,0,1,Self and Spouse
29212,0,60-80,1,1,3,1.0,7750.0,1,0,Self and Spouse
29218,1,60-80,1,1,3,1.0,9650.0,0,1,Self and Spouse
29220,0,18-40,1,5,4,5.0,9810.0,0,0,Self and Spouse
29223,0,18-40,1,3,3,1.0,4210.0,0,1,Self and Spouse
29227,0,18-40,1,3,4,1.0,4720.0,13,0,Peers and Similar Relations
29228,1,40-60,1,1,6,1.0,120.0,0,0,Self and Spouse
29229,1,40-60,1,1,6,1.0,220.0,1,1,Self and Spouse
29233,1,18-40,1,1,6,1.0,10.0,1,1,Self and Spouse
29238,1,40-60,1,3,7,1.0,7220.0,0,1,Self and Spouse
29239,0,18-40,1,5,3,1.0,6260.0,2,1,Direct Dependents
29241,1,40-60,1,3,6,1.0,4840.0,0,0,Self and Spouse
29242,0,40-60,1,1,5,1.0,8130.0,0,1,Self and Spouse
29243,1,40-60,1,1,4,5.0,5550.0,1,0,Self and Spouse
29244,0,40-60,1,1,6,2.0,3255.0,0,0,Self and Spouse
29245,1,40-60,1,1,4,7.0,4760.0,1,1,Self and Spouse
29251,0,40-60,0,1,3,6.0,3602.0,1,0,Self and Spouse
29253,0,40-60,1,3,4,6.0,9130.0,0,1,Self and Spouse
29255,0,18-40,1,5,4,1.0,3602.0,15,0,Lodgers and Non-Family Members
29256,0,40-60,1,5,3,1.0,4251.0,0,1,Self and Spouse
29258,0,18-40,1,5,4,1.0,4850.0,13,0,Peers and Similar Relations
29259,0,40-60,1,1,3,7.0,4700.0,0,1,Self and Spouse
29260,0,40-60,1,1,6,1.0,5860.0,1,0,Self and Spouse
29262,0,18-40,1,5,5,1.0,3421.0,2,1,Direct Dependents
29264,0,60-80,1,3,4,1.0,9130.0,0,0,Self and Spouse
29265,1,40-60,1,1,4,1.0,3402.0,0,1,Self and Spouse
29266,0,40-60,1,1,6,1.0,9150.0,1,0,Self and Spouse
29267,1,60-80,1,1,4,6.0,705.0,0,1,Self and Spouse
29269,0,18-40,0,1,4,1.0,5240.0,0,0,Self and Spouse
29270,0,18-40,0,1,3,1.0,9620.0,1,1,Self and Spouse
29280,1,60-80,1,1,3,1.0,10.0,0,1,Self and Spouse
29282,1,18-40,1,1,6,1.0,735.0,0,0,Self and Spouse
29283,1,18-40,1,1,7,1.0,5165.0,1,1,Self and Spouse
29285,0,18-40,1,1,3,1.0,4020.0,0,0,Self and Spouse
29286,0,18-40,1,1,3,1.0,8990.0,1,1,Self and Spouse
29289,1,40-60,1,1,3,1.0,8990.0,0,1,Self and Spouse
29290,0,18-40,1,1,6,2.0,2014.0,1,0,Self and Spouse
29296,1,40-60,1,1,6,1.0,1460.0,0,1,Self and Spouse
29297,0,40-60,1,1,5,1.0,7700.0,1,0,Self and Spouse
29299,0,40-60,1,1,6,1.0,4700.0,0,1,Self and Spouse
29300,0,40-60,1,1,5,1.0,5740.0,1,0,Self and Spouse
29304,0,60-80,1,3,4,1.0,3500.0,0,0,Self and Spouse
29305,1,40-60,1,1,5,1.0,1555.0,0,1,Self and Spouse
29306,0,40-60,1,1,4,1.0,5740.0,1,0,Self and Spouse
29308,0,60-80,1,1,3,1.0,3601.0,1,1,Self and Spouse
29310,0,40-60,1,3,4,7.0,350.0,0,0,Self and Spouse
29312,0,60-80,1,1,4,1.0,9645.0,0,1,Self and Spouse
29313,0,60-80,1,1,3,1.0,8990.0,1,0,Self and Spouse
29314,0,40-60,1,3,4,1.0,4760.0,0,0,Self and Spouse
29315,0,18-40,1,5,6,4.0,845.0,0,1,Self and Spouse
29316,0,18-40,1,5,6,1.0,2300.0,13,0,Peers and Similar Relations
29317,1,40-60,1,3,4,1.0,440.0,0,0,Self and Spouse
29318,0,18-40,1,5,4,1.0,4110.0,0,0,Self and Spouse
29319,0,18-40,1,5,4,1.0,4020.0,12,0,Peers and Similar Relations
29320,0,60-80,1,3,5,1.0,3602.0,0,0,Self and Spouse
29323,1,60-80,1,2,3,1.0,4110.0,0,0,Self and Spouse
29325,0,40-60,1,1,4,1.0,4330.0,1,1,Self and Spouse
29326,1,18-40,1,5,6,1.0,1021.0,0,1,Self and Spouse
29329,0,60-80,1,5,3,6.0,4700.0,0,1,Self and Spouse
29333,0,40-60,1,1,3,4.0,9130.0,1,1,Self and Spouse
29335,1,60-80,1,1,7,1.0,1460.0,1,1,Self and Spouse
29337,0,40-60,1,1,7,1.0,2310.0,1,0,Self and Spouse
29338,0,18-40,1,5,3,8.0,6230.0,0,1,Self and Spouse
29340,0,18-40,1,5,7,3.0,2310.0,13,0,Peers and Similar Relations
29342,0,60-80,0,1,3,5.0,5550.0,1,0,Self and Spouse
29344,0,40-60,1,1,3,1.0,9620.0,1,1,Self and Spouse
29347,0,40-60,1,1,6,1.0,9645.0,0,1,Self and Spouse
29348,0,40-60,1,1,5,1.0,3255.0,1,0,Self and Spouse
29350,0,18-40,1,1,3,1.0,8140.0,0,1,Self and Spouse
29351,0,18-40,1,1,4,3.0,3603.0,1,0,Self and Spouse
29354,1,60-80,1,1,4,1.0,440.0,0,1,Self and Spouse
29356,0,40-60,1,3,4,1.0,4940.0,0,0,Self and Spouse
29359,1,40-60,1,1,7,1.0,230.0,0,0,Self and Spouse
29360,1,60-80,1,1,5,1.0,3402.0,1,1,Self and Spouse
29361,0,18-40,1,5,4,1.0,4600.0,2,0,Direct Dependents
29363,0,18-40,1,1,4,1.0,3300.0,0,0,Self and Spouse
29366,0,40-60,1,5,3,1.0,4720.0,0,0,Self and Spouse
29368,0,18-40,1,5,6,1.0,2710.0,0,0,Self and Spouse
29369,0,18-40,1,5,5,2.0,5165.0,12,1,Peers and Similar Relations
29370,0,18-40,1,5,6,3.0,2310.0,13,1,Peers and Similar Relations
29372,1,40-60,1,1,6,1.0,120.0,0,1,Self and Spouse
29373,0,40-60,1,1,6,1.0,2310.0,1,0,Self and Spouse
29378,0,18-40,1,1,5,5.0,630.0,0,1,Self and Spouse
29383,0,40-60,1,1,3,7.0,440.0,0,0,Self and Spouse
29384,1,60-80,1,1,3,1.0,4700.0,1,1,Self and Spouse
29386,1,40-60,1,5,5,3.0,3710.0,0,1,Self and Spouse
29387,0,40-60,1,1,3,1.0,5240.0,0,0,Self and Spouse
29388,1,40-60,1,1,4,1.0,8140.0,1,1,Self and Spouse
29390,1,40-60,1,3,7,5.0,710.0,0,1,Self and Spouse
29391,1,40-60,1,3,6,3.0,220.0,13,0,Peers and Similar Relations
29392,1,18-40,1,1,5,1.0,1010.0,0,1,Self and Spouse
29393,0,18-40,1,1,4,1.0,800.0,1,0,Self and Spouse
29395,1,40-60,1,1,3,6.0,7315.0,0,1,Self and Spouse
29398,1,40-60,1,1,7,1.0,110.0,0,1,Self and Spouse
29402,1,40-60,1,1,5,4.0,3710.0,0,1,Self and Spouse
29403,1,40-60,1,1,7,3.0,2310.0,1,0,Self and Spouse
29404,0,18-40,1,5,6,1.0,2320.0,2,0,Direct Dependents
29405,0,18-40,1,5,4,3.0,5860.0,2,0,Direct Dependents
29406,0,18-40,1,5,3,1.0,4020.0,2,1,Direct Dependents
29409,0,18-40,1,3,7,1.0,3000.0,0,1,Self and Spouse
29410,1,40-60,1,1,5,1.0,3255.0,0,0,Self and Spouse
29411,1,40-60,1,1,5,1.0,7750.0,1,1,Self and Spouse
29412,0,18-40,1,5,4,1.0,3603.0,2,0,Direct Dependents
29415,0,18-40,1,5,4,1.0,4110.0,4,0,Direct Dependents
29416,0,40-60,1,1,4,1.0,8650.0,0,1,Self and Spouse
29417,0,40-60,1,1,4,1.0,5240.0,1,0,Self and Spouse
29418,0,18-40,1,5,3,1.0,4130.0,2,0,Direct Dependents
29419,1,18-40,1,5,7,4.0,2205.0,0,0,Self and Spouse
29420,0,18-40,1,1,6,1.0,800.0,0,1,Self and Spouse
29422,0,18-40,1,5,4,1.0,9130.0,12,1,Peers and Similar Relations
29423,1,18-40,1,1,4,1.0,8600.0,0,1,Self and Spouse
29424,0,18-40,1,1,3,6.0,4850.0,1,0,Self and Spouse
29429,1,18-40,1,5,6,1.0,1460.0,0,1,Self and Spouse
29432,1,18-40,1,1,4,1.0,8225.0,1,1,Self and Spouse
29437,0,18-40,1,1,3,1.0,9600.0,1,1,Self and Spouse
29441,0,40-60,1,1,3,5.0,5560.0,1,0,Self and Spouse
29442,0,18-40,1,1,6,1.0,5860.0,0,0,Self and Spouse
29443,0,18-40,1,1,6,1.0,6050.0,1,1,Self and Spouse
29444,1,40-60,1,1,7,3.0,2002.0,0,1,Self and Spouse
29445,0,40-60,1,1,3,4.0,2545.0,1,0,Self and Spouse
29446,1,60-80,1,1,6,7.0,20.0,0,1,Self and Spouse
29447,0,60-80,1,1,3,1.0,5120.0,1,0,Self and Spouse
29449,0,40-60,1,1,3,1.0,6410.0,0,1,Self and Spouse
